Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,Observation Status,Unit of measure,Series Category,Series Type,STD_ERR,REF_DATE,Age Group of Women,Time Since First Birth,DEFINITION,INTERVAL,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,Model Used
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2014-06,891156,,,,,Normal value,Number of deaths,,,,2014.5,,,,1,,780747,1025231,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2015-06,893205,,,,,Normal value,Number of deaths,,,,2015.5,,,,1,,768152,1048401,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2016-06,893191,,,,,Normal value,Number of deaths,,,,2016.5,,,,1,,753109,1073170,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2017-06,890137,,,,,Normal value,Number of deaths,,,,2017.5,,,,1,,733739,1097306,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2018-06,884143,,,,,Normal value,Number of deaths,,,,2018.5,,,,1,,708035,1117640,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2019-06,873989,,,,,Normal value,Number of deaths,,,,2019.5,,,,1,,682376,1139800,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2020-06,863722,,,,,Normal value,Number of deaths,,,,2020.5,,,,1,,654790,1160486,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2021-06,850674,,,,,Normal value,Number of deaths,,,,2021.5,,,,1,,626041,1183766,,,
Nigeria,Under-five deaths,Total,Total,UN IGME estimate,2021,,2022-06,835030,,,,,Normal value,Number of deaths,,,,2022.5,,,,1,,596108,1198090,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1990-06,15375,,,,,Normal value,Number of deaths,,,,1990.5,,,,1,,7005,23701,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1991-06,15437,,,,,Normal value,Number of deaths,,,,1991.5,,,,1,,7276,23577,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1992-06,15449,,,,,Normal value,Number of deaths,,,,1992.5,,,,1,,7488,23462,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1993-06,15466,,,,,Normal value,Number of deaths,,,,1993.5,,,,1,,7760,23463,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1994-06,15438,,,,,Normal value,Number of deaths,,,,1994.5,,,,1,,7927,23320,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1995-06,15329,,,,,Normal value,Number of deaths,,,,1995.5,,,,1,,8065,23019,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1996-06,15186,,,,,Normal value,Number of deaths,,,,1996.5,,,,1,,8170,22740,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1997-06,15032,,,,,Normal value,Number of deaths,,,,1997.5,,,,1,,8228,22307,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1998-06,14883,,,,,Normal value,Number of deaths,,,,1998.5,,,,1,,8256,22007,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,1999-06,14744,,,,,Normal value,Number of deaths,,,,1999.5,,,,1,,8359,21618,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2000-06,14660,,,,,Normal value,Number of deaths,,,,2000.5,,,,1,,8529,21260,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2001-06,14618,,,,,Normal value,Number of deaths,,,,2001.5,,,,1,,8542,21074,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2002-06,14608,,,,,Normal value,Number of deaths,,,,2002.5,,,,1,,8594,20951,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2003-06,14633,,,,,Normal value,Number of deaths,,,,2003.5,,,,1,,8645,21030,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2004-06,14739,,,,,Normal value,Number of deaths,,,,2004.5,,,,1,,8624,21134,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2005-06,14857,,,,,Normal value,Number of deaths,,,,2005.5,,,,1,,8687,21378,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2006-06,14954,,,,,Normal value,Number of deaths,,,,2006.5,,,,1,,8685,21629,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2007-06,15038,,,,,Normal value,Number of deaths,,,,2007.5,,,,1,,8614,21921,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2008-06,15113,,,,,Normal value,Number of deaths,,,,2008.5,,,,1,,8509,22192,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2009-06,15230,,,,,Normal value,Number of deaths,,,,2009.5,,,,1,,8348,22606,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2010-06,15380,,,,,Normal value,Number of deaths,,,,2010.5,,,,1,,8170,23041,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2011-06,15522,,,,,Normal value,Number of deaths,,,,2011.5,,,,1,,7991,23558,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2012-06,15697,,,,,Normal value,Number of deaths,,,,2012.5,,,,1,,7843,24248,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2013-06,15927,,,,,Normal value,Number of deaths,,,,2013.5,,,,1,,7611,25119,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2014-06,16124,,,,,Normal value,Number of deaths,,,,2014.5,,,,1,,7356,25964,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2015-06,16266,,,,,Normal value,Number of deaths,,,,2015.5,,,,1,,7046,26808,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2016-06,16426,,,,,Normal value,Number of deaths,,,,2016.5,,,,1,,6637,27789,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2017-06,16523,,,,,Normal value,Number of deaths,,,,2017.5,,,,1,,6211,29007,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2018-06,16637,,,,,Normal value,Number of deaths,,,,2018.5,,,,1,,5758,30250,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2019-06,16722,,,,,Normal value,Number of deaths,,,,2019.5,,,,1,,5438,31417,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2020-06,16747,,,,,Normal value,Number of deaths,,,,2020.5,,,,1,,5230,32511,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2021-06,16751,,,,,Normal value,Number of deaths,,,,2021.5,,,,1,,5086,33439,,,
Nigeria,Deaths age 10 to 14,Female,Total,UN IGME estimate,2021,,2022-06,16729,,,,,Normal value,Number of deaths,,,,2022.5,,,,1,,4988,34573,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1990-06,15212,,,,,Normal value,Number of deaths,,,,1990.5,,,,1,,7001,23317,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1991-06,15328,,,,,Normal value,Number of deaths,,,,1991.5,,,,1,,7245,23519,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1992-06,15403,,,,,Normal value,Number of deaths,,,,1992.5,,,,1,,7474,23504,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1993-06,15456,,,,,Normal value,Number of deaths,,,,1993.5,,,,1,,7715,23453,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1994-06,15450,,,,,Normal value,Number of deaths,,,,1994.5,,,,1,,7897,23305,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1995-06,15414,,,,,Normal value,Number of deaths,,,,1995.5,,,,1,,8062,23144,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1996-06,15338,,,,,Normal value,Number of deaths,,,,1996.5,,,,1,,8209,22889,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1997-06,15256,,,,,Normal value,Number of deaths,,,,1997.5,,,,1,,8318,22569,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1998-06,15149,,,,,Normal value,Number of deaths,,,,1998.5,,,,1,,8401,22155,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,1999-06,15073,,,,,Normal value,Number of deaths,,,,1999.5,,,,1,,8543,21962,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2000-06,15079,,,,,Normal value,Number of deaths,,,,2000.5,,,,1,,8710,21892,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2001-06,15120,,,,,Normal value,Number of deaths,,,,2001.5,,,,1,,8836,21783,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2002-06,15188,,,,,Normal value,Number of deaths,,,,2002.5,,,,1,,8925,21790,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2003-06,15323,,,,,Normal value,Number of deaths,,,,2003.5,,,,1,,9003,21946,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2004-06,15511,,,,,Normal value,Number of deaths,,,,2004.5,,,,1,,9041,22096,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2005-06,15712,,,,,Normal value,Number of deaths,,,,2005.5,,,,1,,9172,22523,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2006-06,15940,,,,,Normal value,Number of deaths,,,,2006.5,,,,1,,9222,22954,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2007-06,16177,,,,,Normal value,Number of deaths,,,,2007.5,,,,1,,9253,23483,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2008-06,16367,,,,,Normal value,Number of deaths,,,,2008.5,,,,1,,9204,23935,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2009-06,16586,,,,,Normal value,Number of deaths,,,,2009.5,,,,1,,9165,24479,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2010-06,16854,,,,,Normal value,Number of deaths,,,,2010.5,,,,1,,9023,25145,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2011-06,17178,,,,,Normal value,Number of deaths,,,,2011.5,,,,1,,8894,25949,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2012-06,17498,,,,,Normal value,Number of deaths,,,,2012.5,,,,1,,8864,26942,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2013-06,17825,,,,,Normal value,Number of deaths,,,,2013.5,,,,1,,8599,27905,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2014-06,18128,,,,,Normal value,Number of deaths,,,,2014.5,,,,1,,8355,29135,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2015-06,18393,,,,,Normal value,Number of deaths,,,,2015.5,,,,1,,7980,30325,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2016-06,18622,,,,,Normal value,Number of deaths,,,,2016.5,,,,1,,7591,31729,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2017-06,18817,,,,,Normal value,Number of deaths,,,,2017.5,,,,1,,7136,33348,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2018-06,18991,,,,,Normal value,Number of deaths,,,,2018.5,,,,1,,6747,34852,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2019-06,19159,,,,,Normal value,Number of deaths,,,,2019.5,,,,1,,6377,36340,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2020-06,19314,,,,,Normal value,Number of deaths,,,,2020.5,,,,1,,6086,37500,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2021-06,19399,,,,,Normal value,Number of deaths,,,,2021.5,,,,1,,5898,38990,,,
Nigeria,Deaths age 10 to 14,Male,Total,UN IGME estimate,2021,,2022-06,19488,,,,,Normal value,Number of deaths,,,,2022.5,,,,1,,5731,40277,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1990-06,30587,,,,,Normal value,Number of deaths,,,,1990.5,,,,1,,14143,46795,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1991-06,30765,,,,,Normal value,Number of deaths,,,,1991.5,,,,1,,14602,46802,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1992-06,30852,,,,,Normal value,Number of deaths,,,,1992.5,,,,1,,15065,46861,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1993-06,30922,,,,,Normal value,Number of deaths,,,,1993.5,,,,1,,15485,46610,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1994-06,30888,,,,,Normal value,Number of deaths,,,,1994.5,,,,1,,15867,46296,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1995-06,30743,,,,,Normal value,Number of deaths,,,,1995.5,,,,1,,16283,45928,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1996-06,30524,,,,,Normal value,Number of deaths,,,,1996.5,,,,1,,16561,45255,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1997-06,30288,,,,,Normal value,Number of deaths,,,,1997.5,,,,1,,16684,44627,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1998-06,30032,,,,,Normal value,Number of deaths,,,,1998.5,,,,1,,16808,43910,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,1999-06,29817,,,,,Normal value,Number of deaths,,,,1999.5,,,,1,,17034,43331,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2000-06,29739,,,,,Normal value,Number of deaths,,,,2000.5,,,,1,,17350,42827,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2001-06,29738,,,,,Normal value,Number of deaths,,,,2001.5,,,,1,,17438,42491,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2002-06,29796,,,,,Normal value,Number of deaths,,,,2002.5,,,,1,,17557,42531,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2003-06,29956,,,,,Normal value,Number of deaths,,,,2003.5,,,,1,,17745,42651,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2004-06,30250,,,,,Normal value,Number of deaths,,,,2004.5,,,,1,,17813,42993,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2005-06,30569,,,,,Normal value,Number of deaths,,,,2005.5,,,,1,,17990,43596,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2006-06,30894,,,,,Normal value,Number of deaths,,,,2006.5,,,,1,,18023,44295,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2007-06,31215,,,,,Normal value,Number of deaths,,,,2007.5,,,,1,,17944,45036,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2008-06,31480,,,,,Normal value,Number of deaths,,,,2008.5,,,,1,,17826,45952,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2009-06,31816,,,,,Normal value,Number of deaths,,,,2009.5,,,,1,,17671,46904,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2010-06,32234,,,,,Normal value,Number of deaths,,,,2010.5,,,,1,,17311,47912,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2011-06,32700,,,,,Normal value,Number of deaths,,,,2011.5,,,,1,,16974,49308,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2012-06,33195,,,,,Normal value,Number of deaths,,,,2012.5,,,,1,,16724,50977,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2013-06,33752,,,,,Normal value,Number of deaths,,,,2013.5,,,,1,,16223,52818,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2014-06,34252,,,,,Normal value,Number of deaths,,,,2014.5,,,,1,,15850,54986,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2015-06,34659,,,,,Normal value,Number of deaths,,,,2015.5,,,,1,,15094,56969,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2016-06,35048,,,,,Normal value,Number of deaths,,,,2016.5,,,,1,,14222,59348,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2017-06,35340,,,,,Normal value,Number of deaths,,,,2017.5,,,,1,,13397,62231,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2018-06,35628,,,,,Normal value,Number of deaths,,,,2018.5,,,,1,,12531,64641,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2019-06,35881,,,,,Normal value,Number of deaths,,,,2019.5,,,,1,,11934,67340,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2020-06,36061,,,,,Normal value,Number of deaths,,,,2020.5,,,,1,,11465,69359,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2021-06,36150,,,,,Normal value,Number of deaths,,,,2021.5,,,,1,,10972,71794,,,
Nigeria,Deaths age 10 to 14,Total,Total,UN IGME estimate,2021,,2022-06,36217,,,,,Normal value,Number of deaths,,,,2022.5,,,,1,,10801,74230,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1990-06,32696,,,,,Normal value,Number of deaths,,,,1990.5,,,,1,,22410,43563,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1991-06,32821,,,,,Normal value,Number of deaths,,,,1991.5,,,,1,,22824,43423,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1992-06,32904,,,,,Normal value,Number of deaths,,,,1992.5,,,,1,,23286,43189,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1993-06,32921,,,,,Normal value,Number of deaths,,,,1993.5,,,,1,,23652,43016,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1994-06,32860,,,,,Normal value,Number of deaths,,,,1994.5,,,,1,,23879,42570,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1995-06,32794,,,,,Normal value,Number of deaths,,,,1995.5,,,,1,,24108,42172,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1996-06,32513,,,,,Normal value,Number of deaths,,,,1996.5,,,,1,,24199,41478,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1997-06,32273,,,,,Normal value,Number of deaths,,,,1997.5,,,,1,,24268,40835,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1998-06,31987,,,,,Normal value,Number of deaths,,,,1998.5,,,,1,,24282,40251,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,1999-06,31773,,,,,Normal value,Number of deaths,,,,1999.5,,,,1,,24357,39710,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2000-06,31595,,,,,Normal value,Number of deaths,,,,2000.5,,,,1,,24433,39212,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2001-06,31473,,,,,Normal value,Number of deaths,,,,2001.5,,,,1,,24484,38849,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2002-06,31306,,,,,Normal value,Number of deaths,,,,2002.5,,,,1,,24514,38559,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2003-06,31202,,,,,Normal value,Number of deaths,,,,2003.5,,,,1,,24471,38573,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2004-06,31441,,,,,Normal value,Number of deaths,,,,2004.5,,,,1,,24706,38776,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2005-06,31644,,,,,Normal value,Number of deaths,,,,2005.5,,,,1,,24953,38935,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2006-06,31664,,,,,Normal value,Number of deaths,,,,2006.5,,,,1,,24808,39170,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2007-06,31634,,,,,Normal value,Number of deaths,,,,2007.5,,,,1,,24665,39373,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2008-06,31742,,,,,Normal value,Number of deaths,,,,2008.5,,,,1,,24611,39727,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2009-06,31874,,,,,Normal value,Number of deaths,,,,2009.5,,,,1,,24413,40189,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2010-06,31943,,,,,Normal value,Number of deaths,,,,2010.5,,,,1,,24171,40667,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2011-06,31765,,,,,Normal value,Number of deaths,,,,2011.5,,,,1,,23643,40839,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2012-06,31796,,,,,Normal value,Number of deaths,,,,2012.5,,,,1,,23343,41530,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2013-06,31798,,,,,Normal value,Number of deaths,,,,2013.5,,,,1,,22924,41937,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2014-06,31928,,,,,Normal value,Number of deaths,,,,2014.5,,,,1,,22473,42846,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2015-06,31944,,,,,Normal value,Number of deaths,,,,2015.5,,,,1,,21953,43611,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2016-06,32190,,,,,Normal value,Number of deaths,,,,2016.5,,,,1,,21631,44900,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2017-06,32348,,,,,Normal value,Number of deaths,,,,2017.5,,,,1,,21257,46330,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2018-06,32557,,,,,Normal value,Number of deaths,,,,2018.5,,,,1,,20852,47788,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2019-06,32639,,,,,Normal value,Number of deaths,,,,2019.5,,,,1,,20414,49097,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2020-06,32595,,,,,Normal value,Number of deaths,,,,2020.5,,,,1,,19883,50009,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2021-06,32526,,,,,Normal value,Number of deaths,,,,2021.5,,,,1,,19583,51007,,,
Nigeria,Deaths age 10 to 19,Female,Total,UN IGME estimate,2021,,2022-06,32333,,,,,Normal value,Number of deaths,,,,2022.5,,,,1,,19073,52088,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1990-06,31608,,,,,Normal value,Number of deaths,,,,1990.5,,,,1,,21677,41945,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1991-06,31929,,,,,Normal value,Number of deaths,,,,1991.5,,,,1,,22191,42086,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1992-06,32098,,,,,Normal value,Number of deaths,,,,1992.5,,,,1,,22639,42242,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1993-06,32290,,,,,Normal value,Number of deaths,,,,1993.5,,,,1,,23067,42251,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1994-06,32434,,,,,Normal value,Number of deaths,,,,1994.5,,,,1,,23540,42065,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1995-06,32389,,,,,Normal value,Number of deaths,,,,1995.5,,,,1,,23805,41706,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1996-06,32364,,,,,Normal value,Number of deaths,,,,1996.5,,,,1,,24065,41255,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1997-06,32159,,,,,Normal value,Number of deaths,,,,1997.5,,,,1,,24083,40645,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1998-06,31957,,,,,Normal value,Number of deaths,,,,1998.5,,,,1,,24178,40112,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,1999-06,31628,,,,,Normal value,Number of deaths,,,,1999.5,,,,1,,24153,39563,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2000-06,31410,,,,,Normal value,Number of deaths,,,,2000.5,,,,1,,24124,39080,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2001-06,31242,,,,,Normal value,Number of deaths,,,,2001.5,,,,1,,24103,38702,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2002-06,31174,,,,,Normal value,Number of deaths,,,,2002.5,,,,1,,24176,38544,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2003-06,31134,,,,,Normal value,Number of deaths,,,,2003.5,,,,1,,24188,38461,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2004-06,30978,,,,,Normal value,Number of deaths,,,,2004.5,,,,1,,23965,38369,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2005-06,30977,,,,,Normal value,Number of deaths,,,,2005.5,,,,1,,23866,38385,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2006-06,31233,,,,,Normal value,Number of deaths,,,,2006.5,,,,1,,24034,38877,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2007-06,31555,,,,,Normal value,Number of deaths,,,,2007.5,,,,1,,24164,39392,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2008-06,31741,,,,,Normal value,Number of deaths,,,,2008.5,,,,1,,24209,39917,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2009-06,32057,,,,,Normal value,Number of deaths,,,,2009.5,,,,1,,24210,40668,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2010-06,32617,,,,,Normal value,Number of deaths,,,,2010.5,,,,1,,24349,41589,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2011-06,33533,,,,,Normal value,Number of deaths,,,,2011.5,,,,1,,24732,43061,,,
Nigeria,Deaths age 10 to 19,Male,Total,UN IGME estimate,2021,,2012-06,34347,,,,,Normal value,Number of deaths,,,,2012.5,,,,1,,25083,44653,,,
